형태소,품사,분류,카운트
"""",Punctuation,10,48
"""!!!",Punctuation,8,1
"""""""",Punctuation,10,2
"""~",Punctuation,10,2
"""~~^^",Punctuation,10,1
#,Punctuation,8,3
#,Punctuation,10,7
#$#,Punctuation,10,1
#Fall,Hashtag,9,1
#Speechless,Hashtag,9,1
#감정,Hashtag,9,1
#꿀잼,Hashtag,10,1
#팬티,Hashtag,9,1
%%%~,Punctuation,10,1
%^^,Punctuation,8,1
&,Punctuation,6,2
&,Punctuation,8,2
&,Punctuation,9,1
&,Punctuation,10,15
',Punctuation,1,2
',Punctuation,5,6
',Punctuation,6,8
',Punctuation,7,4
',Punctuation,8,27
',Punctuation,9,8
',Punctuation,10,61
'',Punctuation,1,1
'-'!!!,Punctuation,8,1
(,Punctuation,1,1
(,Punctuation,2,2
(,Punctuation,3,3
(,Punctuation,4,2
(,Punctuation,5,3
(,Punctuation,6,5
(,Punctuation,7,8
(,Punctuation,8,13
(,Punctuation,9,13
(,Punctuation,10,98
(+,Punctuation,9,1
(+,Punctuation,10,2
(-,Punctuation,4,3
(-,Punctuation,9,1
(:,Punctuation,10,1
(?,Punctuation,10,1
(?),Punctuation,1,2
(?),Punctuation,6,3
(?),Punctuation,8,2
(?),Punctuation,9,1
(?),Punctuation,10,11
(??,Punctuation,10,1
(???),Punctuation,10,1
(?????,Punctuation,10,1
),Punctuation,1,1
),Punctuation,2,1
),Punctuation,3,1
),Punctuation,4,5
),Punctuation,5,2
),Punctuation,6,4
),Punctuation,7,7
),Punctuation,8,11
),Punctuation,9,10
),Punctuation,10,89
))),Punctuation,10,1
)*,Punctuation,10,1
"),",Punctuation,10,6
).,Punctuation,3,1
).,Punctuation,6,1
)/,Punctuation,10,1
)?,Punctuation,8,1
)?,Punctuation,10,2
*,Punctuation,10,7
*),Punctuation,10,1
*)(^*(^*&^&^%&^$^$%^&%&^%*&,Punctuation,8,1
****),Punctuation,10,1
***@@,Punctuation,10,1
*.*,Punctuation,10,1
*=*,Punctuation,10,1
*^,Punctuation,10,1
*^^*,Punctuation,10,1
+,Punctuation,1,1
+,Punctuation,2,2
+,Punctuation,5,2
+,Punctuation,7,1
+,Punctuation,8,5
+,Punctuation,9,5
+,Punctuation,10,47
+_+,Punctuation,10,1
+_=,Punctuation,10,1
",",Foreign,10,1
",",Punctuation,1,31
",",Punctuation,2,14
",",Punctuation,3,5
",",Punctuation,4,28
",",Punctuation,5,26
",",Punctuation,6,81
",",Punctuation,7,81
",",Punctuation,8,207
",",Punctuation,9,195
",",Punctuation,10,2011
",!",Punctuation,10,1
",(??????)",Punctuation,10,1
",,",Punctuation,1,1
",,",Punctuation,3,1
",,",Punctuation,4,1
",,",Punctuation,5,2
",,",Punctuation,6,2
",,",Punctuation,7,2
",,",Punctuation,8,9
",,",Punctuation,9,5
",,",Punctuation,10,144
",,!!",Punctuation,10,1
",,!!!",Punctuation,10,2
",,,",Punctuation,1,3
",,,",Punctuation,2,2
",,,",Punctuation,4,1
",,,",Punctuation,6,1
",,,",Punctuation,7,3
",,,",Punctuation,8,7
",,,",Punctuation,9,1
",,,",Punctuation,10,61
",,,!",Punctuation,10,1
",,,!!",Punctuation,10,1
",,,)",Punctuation,10,1
",,,,",Punctuation,1,2
",,,,",Punctuation,4,1
",,,,",Punctuation,7,1
",,,,",Punctuation,8,2
",,,,",Punctuation,9,2
",,,,",Punctuation,10,16
",,,,!!!...",Punctuation,9,1
",,,,..",Punctuation,6,1
",,...",Punctuation,10,3
",,?",Punctuation,8,1
",,?",Punctuation,10,2
",,?)",Punctuation,8,1
",,?...",Punctuation,4,1
",,^^",Punctuation,10,1
",,~~!",Punctuation,10,1
",.",Punctuation,1,1
",.",Punctuation,9,1
",.",Punctuation,10,5
",.,",Punctuation,10,1
",.,,",Punctuation,1,1
",..",Punctuation,10,1
",...",Punctuation,10,3
",....",Punctuation,10,1
-,Punctuation,1,1
-,Punctuation,4,2
-,Punctuation,5,1
-,Punctuation,6,3
-,Punctuation,7,5
-,Punctuation,8,8
-,Punctuation,9,1
-,Punctuation,10,24
-!,Punctuation,10,3
-!!,Punctuation,10,1
-*,Punctuation,10,1
--,Punctuation,10,1
---,Punctuation,10,1
----,Punctuation,10,1
->,Punctuation,6,2
->,Punctuation,10,1
-^^,Punctuation,10,1
-_-,Punctuation,1,1
-_-,Punctuation,3,1
-_-,Punctuation,9,1
.,Foreign,3,1
.,Foreign,10,3
.,Punctuation,1,186
.,Punctuation,2,112
.,Punctuation,3,28
.,Punctuation,4,117
.,Punctuation,5,115
.,Punctuation,6,332
.,Punctuation,7,318
.,Punctuation,8,890
.,Punctuation,9,754
.,Punctuation,10,6836
.!,Punctuation,10,12
.!!,Punctuation,10,10
.!!!,Punctuation,8,1
.!!!,Punctuation,10,6
.!~!,Punctuation,7,1
.',Punctuation,10,1
.(,Punctuation,8,1
.(,Punctuation,10,5
.),Punctuation,10,2
".,",Punctuation,8,1
".,",Punctuation,10,1
".,,,",Punctuation,10,3
".,,,,",Punctuation,10,1
".,.",Punctuation,8,1
".,.",Punctuation,10,1
".,.,.",Punctuation,10,1
".,.,.,",Punctuation,10,1
.-,Punctuation,10,1
..,Punctuation,1,71
..,Punctuation,2,59
..,Punctuation,3,10
..,Punctuation,4,54
..,Punctuation,5,20
..,Punctuation,6,101
..,Punctuation,7,66
..,Punctuation,8,172
..,Punctuation,9,132
..,Punctuation,10,2435
..!,Punctuation,4,1
..!,Punctuation,9,3
..!,Punctuation,10,27
..!!,Punctuation,6,1
..!!,Punctuation,9,1
..!!,Punctuation,10,22
..!!!,Punctuation,10,3
..!!!!,Punctuation,10,4
..!.!.,Punctuation,10,1
"..""",Punctuation,10,1
"..""""",Punctuation,10,1
..',Punctuation,10,1
..(,Punctuation,10,2
..),Punctuation,8,1
..),Punctuation,10,1
..+,Punctuation,9,1
"..,....",Punctuation,10,1
..-,Punctuation,10,1
...,Foreign,5,1
...,Punctuation,1,96
...,Punctuation,2,54
...,Punctuation,3,5
...,Punctuation,4,61
...,Punctuation,5,60
...,Punctuation,6,123
...,Punctuation,7,114
...,Punctuation,8,215
...,Punctuation,9,190
...,Punctuation,10,2262
...!,Punctuation,2,1
...!,Punctuation,9,1
...!,Punctuation,10,14
...!!,Punctuation,8,1
...!!,Punctuation,9,1
...!!,Punctuation,10,6
...!!!,Punctuation,10,2
...!!!!,Punctuation,10,2
...',Punctuation,10,1
...(,Punctuation,6,1
...(,Punctuation,8,1
...),Punctuation,8,1
...),Punctuation,9,4
...),Punctuation,10,1
"...,",Punctuation,2,1
"...,,",Punctuation,3,1
"...,,..",Punctuation,10,1
"...,...",Punctuation,10,1
....,Punctuation,1,10
....,Punctuation,2,13
....,Punctuation,3,1
....,Punctuation,4,8
....,Punctuation,5,6
....,Punctuation,6,17
....,Punctuation,7,16
....,Punctuation,8,26
....,Punctuation,9,27
....,Punctuation,10,428
....!,Punctuation,10,6
....!!,Punctuation,8,1
....!!,Punctuation,10,3
....!!....,Punctuation,9,1
....',Punctuation,10,1
"....,",Punctuation,10,1
"....,,,,!!!!",Punctuation,1,1
.....,Punctuation,10,9
......,Punctuation,10,1
....;;;;,Punctuation,1,1
....?,Punctuation,2,1
....?,Punctuation,8,2
....?,Punctuation,10,1
....????,Punctuation,8,1
....????,Punctuation,10,1
....^^,Punctuation,9,1
....^^,Punctuation,10,2
....^^;;,Punctuation,1,1
...;,Punctuation,10,1
...><,Punctuation,10,1
...?,Punctuation,1,1
...?,Punctuation,2,1
...?,Punctuation,4,1
...?,Punctuation,9,1
...?,Punctuation,10,6
...??,Punctuation,10,5
...???,Punctuation,10,1
...^^,Punctuation,8,2
...^^,Punctuation,10,2
..;,Punctuation,10,3
..;;,Punctuation,4,1
..;;,Punctuation,5,1
..;;,Punctuation,6,1
..;;,Punctuation,10,1
..;;;;,Punctuation,5,1
..?,Punctuation,1,1
..?,Punctuation,2,1
..?,Punctuation,4,3
..?,Punctuation,6,2
..?,Punctuation,7,2
..?,Punctuation,8,2
..?,Punctuation,9,2
..?,Punctuation,10,14
..?),Punctuation,10,1
..??,Punctuation,10,2
..????????,Punctuation,10,1
..@.,Email,10,1
..^,Punctuation,10,1
..^&^,Punctuation,8,1
..^^,Punctuation,8,2
..^^,Punctuation,9,2
..^^,Punctuation,10,14
.//,Punctuation,10,1
.:),Punctuation,10,1
.?,Punctuation,10,5
.@@,Punctuation,10,1
.^^,Punctuation,5,1
.^^,Punctuation,8,6
.^^,Punctuation,9,2
.^^,Punctuation,10,23
.^^~~~,Punctuation,10,1
.^~^,Punctuation,10,1
.~,Punctuation,8,3
.~,Punctuation,9,2
.~,Punctuation,10,6
.~!!,Punctuation,10,1
.~!!!^^,Punctuation,10,1
.~^^,Punctuation,10,3
.~~,Punctuation,9,1
.~~,Punctuation,10,4
.~~^^,Punctuation,10,1
.~~~,Punctuation,10,2
.~~~~,Punctuation,9,1
/,Punctuation,1,1
/,Punctuation,2,1
/,Punctuation,5,1
/,Punctuation,9,2
/,Punctuation,10,24
/.,Punctuation,10,2
0,Number,6,1
0,Number,7,1
0,Number,8,2
0,Number,9,3
0,Number,10,9
0.1초,Number,10,1
0.8,Number,4,1
000,Number,9,1
0000,Number,10,1
0003,Number,10,2
0008,Number,10,1
1,Number,1,19
1,Number,2,6
1,Number,3,1
1,Number,4,7
1,Number,5,1
1,Number,6,5
1,Number,7,3
1,Number,8,10
1,Number,9,22
1,Number,10,125
1%,Number,10,1
1.3,Number,4,1
1.5,Number,10,1
1/10,Number,6,1
10,Number,1,7
10,Number,2,2
10,Number,4,2
10,Number,6,3
10,Number,7,1
10,Number,8,22
10,Number,9,13
10,Number,10,257
10%,Number,8,1
10.5,Number,10,1
10.6,Number,10,1
100,Number,1,1
100,Number,4,2
100,Number,8,5
100,Number,9,1
100,Number,10,59
100%,Number,1,1
100%,Number,10,20
1000,Number,1,1
1000,Number,10,1
1000%,Number,10,1
10000,Number,10,4
10000%,Number,10,3
1000만,Number,1,3
1000만,Number,6,1
1000만,Number,8,1
1000만,Number,10,6
100년,Number,8,1
100만,Number,10,3
100만원,Number,10,1
100일,Number,10,1
101,Number,10,1
101010,Number,10,1
10101010,Number,10,1
10년,Number,1,1
10년,Number,2,1
10년,Number,4,1
10년,Number,10,4
10만,Number,10,3
10만원,Number,9,1
10만원,Number,10,3
10분,Number,1,1
10분,Number,6,1
10분,Number,8,2
10분,Number,10,2
10억,Number,10,2
10위안,Number,10,2
11,Number,1,1
11,Number,4,1
11,Number,7,1
11,Number,10,12
11000원,Number,4,1
1100만,Number,10,1
112233556677,Number,10,1
11시,Number,10,2
11월,Number,10,1
11일,Number,10,1
12,Number,6,1
12,Number,9,1
12,Number,10,5
120%,Number,8,1
120%,Number,10,3
12000원,Number,10,1
1200만,Number,1,1
1200만,Number,6,2
1200만,Number,7,1
1200만,Number,8,1
1200만,Number,10,3
120분,Number,10,1
12121212121212,Number,9,1
12345,Number,10,2
123456,Number,10,1
1234567,Number,10,1
12500원,Number,9,1
1250만,Number,10,1
1255만,Number,2,1
128분,Number,8,1
128분,Number,10,8
12년,Number,6,1
12년,Number,10,1
12시,Number,10,3
12월,Number,10,1
13,Number,5,1
13,Number,6,1
13,Number,10,1
13000원,Number,10,1
1300만,Number,10,1
130분,Number,10,1
14,Number,8,1
140분,Number,10,1
14일,Number,9,1
15,Number,1,2
15,Number,2,1
15,Number,10,1
150%,Number,7,1
1500만,Number,10,1
15년,Number,10,1
15분,Number,9,1
15분,Number,10,1
15일,Number,10,1
16000원,Number,10,1
16484910,Number,10,1
16만원,Number,10,1
17,Number,5,1
17년,Number,10,1
18,Number,1,1
18,Number,10,1
"18,000원",Number,10,1
186,Number,9,1
19,Number,10,2
199%,Number,10,1
1992,Number,10,2
1992년,Number,6,1
1992년,Number,7,1
1992년,Number,10,4
1993년,Number,10,1
19년,Number,8,1
19년,Number,9,1
19년,Number,10,4
1년,Number,6,1
1년,Number,10,3
1등,Number,10,9
1만원,Number,9,1
1만원,Number,10,1
1분,Number,10,3
1시간,Number,1,1
1시간,Number,2,1
1시간,Number,5,1
1시간,Number,6,1
1시간,Number,9,1
1시간,Number,10,5
1일,Number,10,1
1천만,Number,10,1
1초,Number,7,1
1초,Number,10,10
2,Number,1,4
2,Number,2,5
2,Number,3,2
2,Number,4,6
2,Number,5,1
2,Number,6,8
2,Number,7,7
2,Number,8,19
2,Number,9,22
2,Number,10,418
2%,Number,5,1
2%,Number,7,1
2%,Number,8,2
2%,Number,10,1
2.6,Number,10,1
20,Number,1,3
20,Number,4,3
20,Number,6,1
20,Number,8,2
20,Number,9,1
20,Number,10,22
20%,Number,10,2
200,Number,10,2
200%,Number,10,7
2000,Number,10,3
200억만,Number,10,1
200원,Number,2,1
2012,Number,10,1
2014,Number,10,1
2015,Number,10,1
2017,Number,10,1
2019,Number,8,1
2019,Number,10,13
2019년,Number,6,1
2019년,Number,8,2
2019년,Number,10,26
2020년,Number,10,1
20~30,Number,8,1
20~30,Number,9,1
20년,Number,8,3
20년,Number,9,2
20년,Number,10,22
20만원,Number,10,1
20분,Number,2,1
20분,Number,6,1
20분,Number,7,1
20분,Number,9,1
20분,Number,10,5
20회,Number,10,1
21,Number,5,1
21,Number,7,1
21,Number,8,2
21,Number,9,1
21,Number,10,13
22,Number,10,1
22%,Number,3,1
22년,Number,10,1
23,Number,9,1
23,Number,10,2
23년,Number,10,1
23시,Number,10,1
23일,Number,10,2
24,Number,10,3
24년,Number,10,2
25,Number,10,4
25년,Number,8,1
25년,Number,9,1
25년,Number,10,6
26,Number,10,4
265347547426634,Number,10,1
26년,Number,6,1
26년,Number,10,7
27,Number,10,2
27년,Number,10,7
28,Number,10,3
28년,Number,10,1
28일,Number,10,1
29년,Number,10,1
2~3,Number,8,1
2~3만원,Number,10,1
2년,Number,8,1
2년,Number,10,1
2만원,Number,10,1
2분,Number,10,3
2시간,Number,1,1
2시간,Number,2,3
2시간,Number,6,3
2시간,Number,7,1
2시간,Number,8,10
2시간,Number,9,6
2시간,Number,10,201
2일,Number,9,1
2천,Number,10,1
2회,Number,9,1
2회,Number,10,17
3,Number,1,1
3,Number,2,5
3,Number,3,3
3,Number,4,3
3,Number,5,2
3,Number,6,7
3,Number,7,4
3,Number,8,18
3,Number,9,11
3,Number,10,225
3.8,Number,10,1
30,Number,1,1
30,Number,2,1
30,Number,5,1
30,Number,8,2
30,Number,10,40
30-40,Number,10,1
300,Number,10,1
3000,Number,10,1
3000만,Number,8,1
3000만,Number,10,2
300만,Number,10,2
30년,Number,2,1
30년,Number,7,1
30년,Number,10,6
30분,Number,2,1
30분,Number,6,2
30분,Number,8,2
30분,Number,10,2
30일,Number,10,1
31,Number,10,1
31년,Number,10,2
32,Number,10,5
33,Number,10,8
34,Number,9,1
34,Number,10,1
35,Number,8,1
35,Number,10,2
36,Number,10,2
36년,Number,5,1
37,Number,10,1
37년,Number,10,1
39,Number,10,1
3~4,Number,10,3
3년,Number,9,1
3년,Number,10,1
3만원,Number,1,1
3시간,Number,8,1
3시간,Number,10,2
3일,Number,10,2
3회,Number,9,1
3회,Number,10,10
4,Number,1,2
4,Number,2,6
4,Number,4,4
4,Number,5,2
4,Number,6,8
4,Number,7,6
4,Number,8,25
4,Number,9,27
4,Number,10,746
4.5,Number,6,1
4.7,Number,10,1
40,Number,1,2
40,Number,7,1
40,Number,8,3
40,Number,9,1
40,Number,10,18
40~50,Number,10,1
40~50분,Number,7,1
40년,Number,10,1
40분,Number,6,1
40분,Number,10,1
42,Number,10,2
43,Number,10,2
45%,Number,10,1
45분,Number,10,1
4시간,Number,10,1
4일,Number,10,1
4초,Number,10,1
4회,Number,10,1
5,Number,1,3
5,Number,5,4
5,Number,6,5
5,Number,7,2
5,Number,8,4
5,Number,9,5
5,Number,10,87
5%,Number,10,1
5/29일,Number,10,1
50,Number,8,1
50,Number,9,1
50,Number,10,7
500%,Number,10,1
5000,Number,10,1
5000원,Number,10,1
500만,Number,2,1
500만,Number,10,4
500원,Number,9,1
500원,Number,10,1
52,Number,10,2
54%,Number,5,1
5565666,Number,10,1
566,Number,10,1
57%,Number,3,1
572,Number,10,1
59%,Number,5,1
5~6,Number,10,1
5년,Number,10,7
5분,Number,2,1
5분,Number,6,1
5분,Number,9,2
5분,Number,10,2
5시간,Number,10,1
5월,Number,10,8
5천,Number,9,1
5천만,Number,10,1
5천원,Number,5,1
5회,Number,10,2
6,Number,1,1
6,Number,2,3
6,Number,6,9
6,Number,7,2
6,Number,8,5
6,Number,9,1
6,Number,10,53
6.00,Number,10,1
6.5,Number,1,1
60,Number,10,3
60%,Number,10,1
600만,Number,8,1
600만,Number,10,1
6164578,Number,10,1
6~7,Number,1,1
6~7,Number,7,1
6시,Number,9,1
6시,Number,10,2
6월,Number,8,1
7,Number,1,7
7,Number,2,1
7,Number,5,1
7,Number,6,4
7,Number,7,9
7,Number,8,11
7,Number,9,2
7,Number,10,58
7.5,Number,2,1
7.5,Number,6,1
7.8,Number,10,1
70,Number,8,1
70,Number,10,3
7000원,Number,10,1
700만,Number,1,1
700만,Number,8,1
700만,Number,10,1
70년,Number,1,1
77,Number,10,2
77일,Number,2,1
7시,Number,10,2
7월,Number,5,1
7월,Number,9,1
7월,Number,10,6
7일,Number,10,1
8,Number,1,5
8,Number,4,2
8,Number,6,2
8,Number,7,1
8,Number,8,25
8,Number,9,1
8,Number,10,40
8-8,Number,10,1
8.0,Number,8,2
8.1,Number,1,1
8.5,Number,1,1
8.5,Number,8,1
8.7,Number,8,1
80%,Number,7,1
80%,Number,10,1
80년,Number,2,1
80년,Number,4,1
81년,Number,10,1
83년,Number,10,1
87년,Number,10,1
88년,Number,10,1
89년,Number,10,1
8~90년,Number,8,1
8만원,Number,10,1
8시,Number,9,3
8시,Number,10,11
8월,Number,10,1
8일,Number,10,1
8천원,Number,10,1
9,Number,1,15
9,Number,2,4
9,Number,5,1
9,Number,6,1
9,Number,7,3
9,Number,8,9
9,Number,9,15
9,Number,10,34
9.2,Number,10,1
9.4,Number,1,1
9.4,Number,7,1
9.4,Number,8,1
9.44,Number,1,1
9.44,Number,10,1
9.45,Number,1,3
9.45,Number,6,1
9.5,Number,6,1
9.5,Number,9,1
9.5,Number,10,3
90,Number,5,1
90,Number,8,1
90,Number,10,2
90%,Number,9,1
9000원,Number,10,3
900만,Number,1,2
900만,Number,8,1
900만,Number,10,2
90년,Number,1,2
90년,Number,10,6
90분,Number,6,1
92년,Number,4,1
92년,Number,8,1
92년,Number,10,8
93년,Number,6,1
93년,Number,8,1
93년,Number,10,3
945,Number,1,1
95%,Number,10,1
99,Number,10,3
99%,Number,8,1
9~10,Number,8,1
9시,Number,10,1
:,Punctuation,2,5
:,Punctuation,3,1
:,Punctuation,4,7
:,Punctuation,6,5
:,Punctuation,7,1
:,Punctuation,8,4
:,Punctuation,9,3
:,Punctuation,10,28
":""-)",Punctuation,9,1
:),Punctuation,6,1
:),Punctuation,7,2
:),Punctuation,8,5
:),Punctuation,9,10
:),Punctuation,10,76
:)(,Punctuation,9,1
:)),Punctuation,8,1
:)),Punctuation,10,1
:-),Punctuation,10,4
;,Punctuation,1,2
;,Punctuation,2,1
;,Punctuation,6,2
;,Punctuation,8,1
;,Punctuation,9,1
;,Punctuation,10,21
;(,Punctuation,6,1
;),Punctuation,10,2
;;,Punctuation,1,3
;;,Punctuation,6,4
;;,Punctuation,8,3
;;,Punctuation,9,1
;;,Punctuation,10,24
;;;,Punctuation,1,1
;;;,Punctuation,6,3
;;;,Punctuation,7,2
;;;,Punctuation,8,1
;;;,Punctuation,10,14
;;;;,Punctuation,1,4
;;;;,Punctuation,10,1
;;?,Punctuation,10,1
<,Punctuation,6,2
<,Punctuation,7,2
<,Punctuation,10,9
=,Punctuation,1,1
=,Punctuation,7,1
=,Punctuation,10,14
=>,Punctuation,10,1
>,Punctuation,4,4
>,Punctuation,6,1
>,Punctuation,7,1
>,Punctuation,10,11
>.<,Punctuation,8,1
>.<,Punctuation,10,6
>.<~,Punctuation,10,1
><,Punctuation,9,1
><,Punctuation,10,10
>@<,Punctuation,10,1
>_<,Punctuation,9,1
>_<,Punctuation,10,2
?,Punctuation,1,44
?,Punctuation,2,17
?,Punctuation,3,4
?,Punctuation,4,20
?,Punctuation,5,7
?,Punctuation,6,36
?,Punctuation,7,17
?,Punctuation,8,58
?,Punctuation,9,32
?,Punctuation,10,386
?!,Punctuation,6,1
?!,Punctuation,8,2
?!,Punctuation,9,1
?!,Punctuation,10,7
?!!,Punctuation,2,1
?!!,Punctuation,10,2
?!!!,Punctuation,10,1
?!?!?!,Punctuation,10,1
"?""",Punctuation,10,4
?',Punctuation,6,1
?(,Punctuation,8,1
?(,Punctuation,10,1
?),Punctuation,8,1
"?)...,",Punctuation,2,1
?-,Punctuation,10,1
?.,Punctuation,6,1
?.,Punctuation,10,1
?..,Punctuation,1,1
?..,Punctuation,8,1
?..,Punctuation,10,3
?...,Punctuation,1,1
?...,Punctuation,9,1
?...,Punctuation,10,1
?....,Punctuation,10,1
??,Punctuation,1,6
??,Punctuation,2,1
??,Punctuation,4,1
??,Punctuation,5,1
??,Punctuation,6,4
??,Punctuation,7,1
??,Punctuation,8,2
??,Punctuation,9,6
??,Punctuation,10,108
??!!,Punctuation,10,1
??),Punctuation,10,2
"??),",Punctuation,5,1
"??,,",Punctuation,10,1
???,Punctuation,1,4
???,Punctuation,3,1
???,Punctuation,4,4
???,Punctuation,6,5
???,Punctuation,7,1
???,Punctuation,9,1
???,Punctuation,10,16
???',Punctuation,10,1
????,Punctuation,1,1
????,Punctuation,7,1
????,Punctuation,8,3
????,Punctuation,9,1
????,Punctuation,10,15
????...,Punctuation,10,1
??????,Punctuation,10,4
???????,Punctuation,10,2
????????,Punctuation,10,2
??????????,Punctuation,10,1
????????????,Punctuation,10,1
????????????????,Punctuation,10,1
????????????????????,Punctuation,10,1
??~,Punctuation,10,1
?^^,Punctuation,10,1
?_,Punctuation,10,1
?_?,Punctuation,10,1
?~,Punctuation,10,2
@,Foreign,10,3
@,Punctuation,10,1
@!!!!,Punctuation,10,1
@.@,Punctuation,10,1
@@,Punctuation,8,1
@@@,Punctuation,10,2
@@@!,Punctuation,10,1
@@@@,Punctuation,10,1
@_,ScreenName,10,2
A,Alpha,1,1
A,Alpha,2,2
A,Alpha,4,1
A,Alpha,5,3
A,Alpha,6,4
A,Alpha,7,5
A,Alpha,8,7
A,Alpha,9,13
A,Alpha,10,144
Ababwa,Alpha,10,2
Acting,Alpha,10,1
Agrabah,Alpha,7,1
Aladdin,Alpha,7,1
Aladdin,Alpha,10,2
Ali,Alpha,10,10
All,Alpha,10,1
Arabian,Alpha,10,5
Arbian,Alpha,10,1
B,Alpha,1,2
B,Alpha,5,3
B,Alpha,7,1
B,Alpha,8,1
B,Alpha,10,1
BAD,Alpha,6,1
BGM,Alpha,6,1
BGM,Alpha,9,1
BGM,Alpha,10,2
Bad,Alpha,2,1
Best,Alpha,10,7
Bravo,Alpha,10,1
But,Alpha,10,1
C,Alpha,3,1
CAST,Alpha,10,1
CG,Alpha,1,4
CG,Alpha,2,1
CG,Alpha,3,2
CG,Alpha,4,4
CG,Alpha,5,2
CG,Alpha,6,7
CG,Alpha,7,8
CG,Alpha,8,14
CG,Alpha,9,8
CG,Alpha,10,39
CGV,Alpha,1,1
CGV,Alpha,5,1
CGV,Alpha,9,2
CGV,Alpha,10,4
CJ,Alpha,10,1
Cg,Alpha,1,1
Cg,Alpha,10,2
D,Alpha,2,1
D,Alpha,3,1
D,Alpha,4,3
D,Alpha,5,1
D,Alpha,6,4
D,Alpha,7,3
D,Alpha,8,8
D,Alpha,9,19
D,Alpha,10,319
DHC,Alpha,10,1
DISNEY,Alpha,10,1
DJ,Alpha,10,2
DO,Alpha,10,1
DVD,Alpha,10,13
DX,Alpha,2,1
DX,Alpha,4,1
DX,Alpha,6,3
DX,Alpha,7,1
DX,Alpha,8,3
DX,Alpha,9,7
DX,Alpha,10,106
Dance,Alpha,9,1
Devleopment,Alpha,10,1
Directer,Alpha,10,1
Disney,Alpha,8,1
Disney,Alpha,9,1
Disney,Alpha,10,1
Do,Alpha,10,9
Dv,Alpha,8,1
Dx,Alpha,10,6
End,Alpha,8,1
Every,Alpha,10,1
F,Alpha,9,1
F,Alpha,10,1
FRIEND,Alpha,9,1
Fabulous,Alpha,10,1
Fantastic,Alpha,8,1
Fantastic,Alpha,10,4
Friend,Alpha,8,2
Friend,Alpha,10,7
G,Alpha,3,1
G,Alpha,5,1
GOOD,Alpha,6,1
GOOD,Alpha,10,3
